Fecha,Temporada,Jornada,Equipo1,Equipo2,Goles1,Goles2
8/09/1979,1979-1980,1,Rayo Vallecano,Betis,2,1
8/09/1979,1979-1980,1,AD Almería,Español,2,5
8/09/1979,1979-1980,1,Sevilla,Sporting de Gijón,1,2
8/09/1979,1979-1980,1,Las Palmas,Real Sociedad,0,1
9/09/1979,1979-1980,1,CD Málaga,Burgos,0,1
9/09/1979,1979-1980,1,Atlético de Madrid,Hércules,3,2
9/09/1979,1979-1980,1,Valencia,Real Madrid,1,3
9/09/1979,1979-1980,1,Athletic Club,Salamanca,1,2
9/09/1979,1979-1980,1,Barcelona,Zaragoza,2,2
15/09/1979,1979-1980,2,Real Sociedad,Athletic Club,1,0
15/09/1979,1979-1980,2,Sporting de Gijón,Atlético de Madrid,3,1
15/09/1979,1979-1980,2,Betis,Barcelona,0,5
15/09/1979,1979-1980,2,Hércules,Las Palmas,1,2
15/09/1979,1979-1980,2,Español,CD Málaga,2,1
15/09/1979,1979-1980,2,Salamanca,Valencia,2,2
16/09/1979,1979-1980,2,Zaragoza,AD Almería,0,1
16/09/1979,1979-1980,2,Real Madrid,Rayo Vallecano,2,1
16/09/1979,1979-1980,2,Burgos,Sevilla,1,6
22/09/1979,1979-1980,3,Zaragoza,Español,0,2
23/09/1979,1979-1980,3,AD Almería,Betis,0,0
23/09/1979,1979-1980,3,Atlético de Madrid,Burgos,1,1
23/09/1979,1979-1980,3,Las Palmas,Sporting de Gijón,1,4
23/09/1979,1979-1980,3,Athletic Club,Hércules,1,2
23/09/1979,1979-1980,3,Sevilla,CD Málaga,1,2
23/09/1979,1979-1980,3,Valencia,Real Sociedad,0,0
23/09/1979,1979-1980,3,Barcelona,Real Madrid,2,3
23/09/1979,1979-1980,3,Rayo Vallecano,Salamanca,0,3
29/09/1979,1979-1980,4,CD Málaga,Atlético de Madrid,0,0
29/09/1979,1979-1980,4,Burgos,Las Palmas,1,2
29/09/1979,1979-1980,4,Hércules,Valencia,0,0
30/09/1979,1979-1980,4,Real Madrid,AD Almería,1,1
30/09/1979,1979-1980,4,Sporting de Gijón,Athletic Club,3,2
30/09/1979,1979-1980,4,Salamanca,Barcelona,0,0
30/09/1979,1979-1980,4,Real Sociedad,Rayo Vallecano,1,1
30/09/1979,1979-1980,4,Español,Sevilla,1,2
30/09/1979,1979-1980,4,Betis,Zaragoza,1,5
14/10/1979,1979-1980,5,Athletic Club,Burgos,1,1
14/10/1979,1979-1980,5,Betis,Español,0,0
14/10/1979,1979-1980,5,Valencia,Sporting de Gijón,2,4
14/10/1979,1979-1980,5,Rayo Vallecano,Hércules,2,2
14/10/1979,1979-1980,5,Las Palmas,CD Málaga,0,1
14/10/1979,1979-1980,5,Barcelona,Real Sociedad,3,4
14/10/1979,1979-1980,5,Zaragoza,Real Madrid,2,3
14/10/1979,1979-1980,5,AD Almería,Salamanca,1,2
14/10/1979,1979-1980,5,Atlético de Madrid,Sevilla,2,2
20/10/1979,1979-1980,6,Hércules,Barcelona,0,2
20/10/1979,1979-1980,6,Sevilla,Las Palmas,0,2
20/10/1979,1979-1980,6,Burgos,Valencia,1,3
21/10/1979,1979-1980,6,Real Sociedad,AD Almería,0,0
21/10/1979,1979-1980,6,CD Málaga,Athletic Club,1,3
21/10/1979,1979-1980,6,Español,Atlético de Madrid,1,1
21/10/1979,1979-1980,6,Real Madrid,Betis,3,2
21/10/1979,1979-1980,6,Sporting de Gijón,Rayo Vallecano,2,1
21/10/1979,1979-1980,6,Salamanca,Zaragoza,2,1
28/10/1979,1979-1980,7,Las Palmas,Atlético de Madrid,0,0
28/10/1979,1979-1980,7,Rayo Vallecano,Burgos,1,1
28/10/1979,1979-1980,7,Real Madrid,Español,0,0
28/10/1979,1979-1980,7,Barcelona,Sporting de Gijón,1,4
28/10/1979,1979-1980,7,AD Almería,Hércules,0,4
28/10/1979,1979-1980,7,Valencia,CD Málaga,1,2
28/10/1979,1979-1980,7,Zaragoza,Real Sociedad,1,2
28/10/1979,1979-1980,7,Betis,Salamanca,0,3
28/10/1979,1979-1980,7,Athletic Club,Sevilla,1,3
3/11/1979,1979-1980,8,Burgos,Barcelona,0,1
3/11/1979,1979-1980,8,Español,Las Palmas,0,1
3/11/1979,1979-1980,8,Salamanca,Real Madrid,0,2
4/11/1979,1979-1980,8,Sporting de Gijón,AD Almería,0,0
4/11/1979,1979-1980,8,Atlético de Madrid,Athletic Club,1,2
4/11/1979,1979-1980,8,Real Sociedad,Betis,1,1
4/11/1979,1979-1980,8,CD Málaga,Rayo Vallecano,1,5
4/11/1979,1979-1980,8,Sevilla,Valencia,1,2
4/11/1979,1979-1980,8,Hércules,Zaragoza,0,1
10/11/1979,1979-1980,9,Athletic Club,Las Palmas,1,1
11/11/1979,1979-1980,9,Valencia,Atlético de Madrid,1,0
11/11/1979,1979-1980,9,AD Almería,Burgos,1,2
11/11/1979,1979-1980,9,Salamanca,Español,1,1
11/11/1979,1979-1980,9,Zaragoza,Sporting de Gijón,4,1
11/11/1979,1979-1980,9,Betis,Hércules,1,1
11/11/1979,1979-1980,9,Barcelona,CD Málaga,0,0
11/11/1979,1979-1980,9,Real Madrid,Real Sociedad,0,4
11/11/1979,1979-1980,9,Rayo Vallecano,Sevilla,1,1
18/11/1979,1979-1980,10,CD Málaga,AD Almería,2,3
18/11/1979,1979-1980,10,Español,Athletic Club,0,2
18/11/1979,1979-1980,10,Sevilla,Barcelona,0,0
18/11/1979,1979-1980,10,Sporting de Gijón,Betis,0,1
18/11/1979,1979-1980,10,Atlético de Madrid,Rayo Vallecano,1,4
18/11/1979,1979-1980,10,Hércules,Real Madrid,0,5
18/11/1979,1979-1980,10,Real Sociedad,Salamanca,1,0
18/11/1979,1979-1980,10,Las Palmas,Valencia,0,4
18/11/1979,1979-1980,10,Burgos,Zaragoza,0,5
25/11/1979,1979-1980,11,Valencia,Athletic Club,0,4
25/11/1979,1979-1980,11,Barcelona,Atlético de Madrid,1,2
25/11/1979,1979-1980,11,Betis,Burgos,1,1
25/11/1979,1979-1980,11,Real Sociedad,Español,2,1
25/11/1979,1979-1980,11,Real Madrid,Sporting de Gijón,1,1
25/11/1979,1979-1980,11,Salamanca,Hércules,0,4
25/11/1979,1979-1980,11,Rayo Vallecano,Las Palmas,0,3
25/11/1979,1979-1980,11,Zaragoza,CD Málaga,1,1
25/11/1979,1979-1980,11,AD Almería,Sevilla,1,3
2/12/1979,1979-1980,12,Atlético de Madrid,AD Almería,1,2
2/12/1979,1979-1980,12,Las Palmas,Barcelona,0,1
2/12/1979,1979-1980,12,CD Málaga,Betis,1,2
2/12/1979,1979-1980,12,Hércules,Real Sociedad,1,1
2/12/1979,1979-1980,12,Athletic Club,Rayo Vallecano,1,2
2/12/1979,1979-1980,12,Burgos,Real Madrid,1,2
2/12/1979,1979-1980,12,Sporting de Gijón,Salamanca,1,0
2/12/1979,1979-1980,12,Español,Valencia,1,5
2/12/1979,1979-1980,12,Sevilla,Zaragoza,0,1
15/12/1979,1979-1980,13,AD Almería,Las Palmas,2,3
16/12/1979,1979-1980,13,Barcelona,Athletic Club,1,2
16/12/1979,1979-1980,13,Zaragoza,Atlético de Madrid,0,3
16/12/1979,1979-1980,13,Salamanca,Burgos,0,2
16/12/1979,1979-1980,13,Hércules,Español,0,0
16/12/1979,1979-1980,13,Real Sociedad,Sporting de Gijón,1,0
16/12/1979,1979-1980,13,Real Madrid,CD Málaga,4,1
16/12/1979,1979-1980,13,Betis,Sevilla,1,2
16/12/1979,1979-1980,13,Rayo Vallecano,Valencia,1,2
30/12/1979,1979-1980,14,Athletic Club,AD Almería,2,4
30/12/1979,1979-1980,14,Valencia,Barcelona,1,2
30/12/1979,1979-1980,14,Atlético de Madrid,Betis,0,0
30/12/1979,1979-1980,14,Sporting de Gijón,Hércules,1,1
30/12/1979,1979-1980,14,Burgos,Real Sociedad,2,2
30/12/1979,1979-1980,14,Español,Rayo Vallecano,2,2
30/12/1979,1979-1980,14,Sevilla,Real Madrid,0,2
30/12/1979,1979-1980,14,CD Málaga,Salamanca,0,3
30/12/1979,1979-1980,14,Las Palmas,Zaragoza,0,4
6/01/1980,1979-1980,15,Zaragoza,Athletic Club,1,3
6/01/1980,1979-1980,15,Real Madrid,Atlético de Madrid,1,1
6/01/1980,1979-1980,15,Hércules,Burgos,1,1
6/01/1980,1979-1980,15,Sporting de Gijón,Español,0,1
6/01/1980,1979-1980,15,Betis,Las Palmas,0,1
6/01/1980,1979-1980,15,Real Sociedad,CD Málaga,0,0
6/01/1980,1979-1980,15,Barcelona,Rayo Vallecano,0,0
6/01/1980,1979-1980,15,Salamanca,Sevilla,0,2
6/01/1980,1979-1980,15,AD Almería,Valencia,1,1
13/01/1980,1979-1980,16,Rayo Vallecano,AD Almería,3,3
13/01/1980,1979-1980,16,Athletic Club,Betis,0,0
13/01/1980,1979-1980,16,Barcelona,Español,0,2
13/01/1980,1979-1980,16,Burgos,Sporting de Gijón,0,2
13/01/1980,1979-1980,16,CD Málaga,Hércules,0,1
13/01/1980,1979-1980,16,Sevilla,Real Sociedad,0,2
13/01/1980,1979-1980,16,Las Palmas,Real Madrid,1,3
13/01/1980,1979-1980,16,Atlético de Madrid,Salamanca,1,1
13/01/1980,1979-1980,16,Valencia,Zaragoza,1,1
20/01/1980,1979-1980,17,Real Madrid,Athletic Club,0,3
20/01/1980,1979-1980,17,Real Sociedad,Atlético de Madrid,1,1
20/01/1980,1979-1980,17,AD Almería,Barcelona,0,2
20/01/1980,1979-1980,17,Español,Burgos,0,0
20/01/1980,1979-1980,17,Salamanca,Las Palmas,0,1
20/01/1980,1979-1980,17,Sporting de Gijón,CD Málaga,3,0
20/01/1980,1979-1980,17,Zaragoza,Rayo Vallecano,1,0
20/01/1980,1979-1980,17,Hércules,Sevilla,1,2
20/01/1980,1979-1980,17,Betis,Valencia,2,2
26/01/1980,1979-1980,18,Sporting de Gijón,Sevilla,0,1
27/01/1980,1979-1980,18,Español,AD Almería,1,1
27/01/1980,1979-1980,18,Salamanca,Athletic Club,0,2
27/01/1980,1979-1980,18,Hércules,Atlético de Madrid,1,2
27/01/1980,1979-1980,18,Zaragoza,Barcelona,0,2
27/01/1980,1979-1980,18,Real Sociedad,Las Palmas,2,2
27/01/1980,1979-1980,18,Burgos,CD Málaga,1,3
27/01/1980,1979-1980,18,Betis,Rayo Vallecano,1,0
27/01/1980,1979-1980,18,Real Madrid,Valencia,0,2
3/02/1980,1979-1980,19,Barcelona,Betis,1,2
3/02/1980,1979-1980,19,Sevilla,Burgos,0,1
3/02/1980,1979-1980,19,CD Málaga,Español,1,1
3/02/1980,1979-1980,19,Atlético de Madrid,Sporting de Gijón,0,0
3/02/1980,1979-1980,19,Las Palmas,Hércules,0,1
3/02/1980,1979-1980,19,Athletic Club,Real Sociedad,0,4
3/02/1980,1979-1980,19,Rayo Vallecano,Real Madrid,0,7
3/02/1980,1979-1980,19,Valencia,Salamanca,1,1
3/02/1980,1979-1980,19,AD Almería,Zaragoza,0,0
10/02/1980,1979-1980,20,Betis,AD Almería,1,1
10/02/1980,1979-1980,20,Hércules,Athletic Club,1,2
10/02/1980,1979-1980,20,Burgos,Atlético de Madrid,0,1
10/02/1980,1979-1980,20,Real Madrid,Barcelona,2,0
10/02/1980,1979-1980,20,Sporting de Gijón,Las Palmas,2,4
10/02/1980,1979-1980,20,Salamanca,Rayo Vallecano,2,1
10/02/1980,1979-1980,20,CD Málaga,Sevilla,1,3
10/02/1980,1979-1980,20,Real Sociedad,Valencia,0,0
10/02/1980,1979-1980,20,Español,Zaragoza,1,1
17/02/1980,1979-1980,21,Zaragoza,Betis,0,1
17/02/1980,1979-1980,21,Las Palmas,Burgos,2,2
17/02/1980,1979-1980,21,Sevilla,Español,0,1
17/02/1980,1979-1980,21,Athletic Club,Sporting de Gijón,0,2
17/02/1980,1979-1980,21,Valencia,Hércules,1,1
17/02/1980,1979-1980,21,Atlético de Madrid,CD Málaga,0,1
17/02/1980,1979-1980,21,Rayo Vallecano,Real Sociedad,0,4
17/02/1980,1979-1980,21,AD Almería,Real Madrid,1,4
17/02/1980,1979-1980,21,Barcelona,Salamanca,1,1
23/02/1980,1979-1980,22,Real Sociedad,Barcelona,0,0
23/02/1980,1979-1980,22,Español,Betis,0,2
24/02/1980,1979-1980,22,Salamanca,AD Almería,0,2
24/02/1980,1979-1980,22,Burgos,Athletic Club,0,1
24/02/1980,1979-1980,22,Sevilla,Atlético de Madrid,2,3
24/02/1980,1979-1980,22,CD Málaga,Las Palmas,1,1
24/02/1980,1979-1980,22,Hércules,Rayo Vallecano,1,2
24/02/1980,1979-1980,22,Sporting de Gijón,Valencia,1,3
24/02/1980,1979-1980,22,Real Madrid,Zaragoza,1,0
1/03/1980,1979-1980,23,Betis,Real Madrid,1,1
2/03/1980,1979-1980,23,Valencia,Burgos,1,1
2/03/1980,1979-1980,23,Atlético de Madrid,Español,1,0
2/03/1980,1979-1980,23,Rayo Vallecano,Sporting de Gijón,0,1
2/03/1980,1979-1980,23,Barcelona,Hércules,1,1
2/03/1980,1979-1980,23,Athletic Club,CD Málaga,0,1
2/03/1980,1979-1980,23,AD Almería,Real Sociedad,0,1
2/03/1980,1979-1980,23,Zaragoza,Salamanca,1,0
2/03/1980,1979-1980,23,Las Palmas,Sevilla,1,0
8/03/1980,1979-1980,24,Sevilla,Athletic Club,3,4
8/03/1980,1979-1980,24,Salamanca,Betis,0,2
8/03/1980,1979-1980,24,Atlético de Madrid,Las Palmas,2,4
9/03/1980,1979-1980,24,Hércules,AD Almería,0,2
9/03/1980,1979-1980,24,Sporting de Gijón,Barcelona,0,0
9/03/1980,1979-1980,24,Burgos,Rayo Vallecano,2,5
9/03/1980,1979-1980,24,Español,Real Madrid,0,2
9/03/1980,1979-1980,24,CD Málaga,Valencia,1,3
9/03/1980,1979-1980,24,Real Sociedad,Zaragoza,2,0
16/03/1980,1979-1980,25,Athletic Club,Atlético de Madrid,1,0
16/03/1980,1979-1980,25,Barcelona,Burgos,0,0
16/03/1980,1979-1980,25,Las Palmas,Español,1,0
16/03/1980,1979-1980,25,AD Almería,Sporting de Gijón,0,1
16/03/1980,1979-1980,25,Zaragoza,Hércules,1,3
16/03/1980,1979-1980,25,Rayo Vallecano,CD Málaga,3,1
16/03/1980,1979-1980,25,Betis,Real Sociedad,0,0
16/03/1980,1979-1980,25,Real Madrid,Salamanca,1,1
16/03/1980,1979-1980,25,Valencia,Sevilla,1,2
23/03/1980,1979-1980,26,Burgos,AD Almería,0,2
23/03/1980,1979-1980,26,Las Palmas,Athletic Club,0,3
23/03/1980,1979-1980,26,CD Málaga,Barcelona,0,3
23/03/1980,1979-1980,26,Hércules,Betis,0,2
23/03/1980,1979-1980,26,Sevilla,Rayo Vallecano,1,1
23/03/1980,1979-1980,26,Real Sociedad,Real Madrid,2,2
23/03/1980,1979-1980,26,Español,Salamanca,0,2
23/03/1980,1979-1980,26,Atlético de Madrid,Valencia,1,2
23/03/1980,1979-1980,26,Sporting de Gijón,Zaragoza,0,1
29/03/1980,1979-1980,27,Betis,Sporting de Gijón,1,3
29/03/1980,1979-1980,27,Valencia,Las Palmas,1,2
30/03/1980,1979-1980,27,Rayo Vallecano,Atlético de Madrid,1,2
30/03/1980,1979-1980,27,Zaragoza,Burgos,1,0
30/03/1980,1979-1980,27,Athletic Club,Español,0,0
30/03/1980,1979-1980,27,Real Madrid,Hércules,0,0
30/03/1980,1979-1980,27,Salamanca,Real Sociedad,0,1
30/03/1980,1979-1980,27,Barcelona,Sevilla,1,3
5/04/1980,1979-1980,28,Sporting de Gijón,Real Madrid,0,1
5/04/1980,1979-1980,28,Athletic Club,Valencia,0,2
6/04/1980,1979-1980,28,Sevilla,AD Almería,2,2
6/04/1980,1979-1980,28,Atlético de Madrid,Barcelona,0,1
6/04/1980,1979-1980,28,Burgos,Betis,1,3
6/04/1980,1979-1980,28,Español,Real Sociedad,0,1
6/04/1980,1979-1980,28,Las Palmas,Rayo Vallecano,0,1
6/04/1980,1979-1980,28,Hércules,Salamanca,1,2
6/04/1980,1979-1980,28,CD Málaga,Zaragoza,1,3
12/04/1980,1979-1980,29,Barcelona,Las Palmas,1,0
13/04/1980,1979-1980,29,Rayo Vallecano,Athletic Club,1,4
13/04/1980,1979-1980,29,AD Almería,Atlético de Madrid,1,4
13/04/1980,1979-1980,29,Real Madrid,Burgos,2,1
13/04/1980,1979-1980,29,Valencia,Español,1,1
13/04/1980,1979-1980,29,Salamanca,Sporting de Gijón,0,0
13/04/1980,1979-1980,29,Real Sociedad,Hércules,0,0
13/04/1980,1979-1980,29,Betis,CD Málaga,0,1
13/04/1980,1979-1980,29,Zaragoza,Sevilla,1,2
19/04/1980,1979-1980,30,CD Málaga,Real Madrid,1,2
20/04/1980,1979-1980,30,Las Palmas,AD Almería,0,3
20/04/1980,1979-1980,30,Athletic Club,Barcelona,0,1
20/04/1980,1979-1980,30,Sevilla,Betis,0,4
20/04/1980,1979-1980,30,Español,Hércules,1,0
20/04/1980,1979-1980,30,Sporting de Gijón,Real Sociedad,1,4
20/04/1980,1979-1980,30,Valencia,Rayo Vallecano,0,1
20/04/1980,1979-1980,30,Burgos,Salamanca,3,1
20/04/1980,1979-1980,30,Atlético de Madrid,Zaragoza,0,0
26/04/1980,1979-1980,31,Hércules,Sporting de Gijón,0,0
26/04/1980,1979-1980,31,Zaragoza,Las Palmas,0,0
27/04/1980,1979-1980,31,AD Almería,Athletic Club,0,3
27/04/1980,1979-1980,31,Betis,Atlético de Madrid,1,3
27/04/1980,1979-1980,31,Real Sociedad,Burgos,3,1
27/04/1980,1979-1980,31,Rayo Vallecano,Español,0,1
27/04/1980,1979-1980,31,Salamanca,CD Málaga,3,0
27/04/1980,1979-1980,31,Real Madrid,Sevilla,1,1
27/04/1980,1979-1980,31,Barcelona,Valencia,1,1
4/05/1980,1979-1980,32,Valencia,AD Almería,0,1
4/05/1980,1979-1980,32,Rayo Vallecano,Barcelona,1,2
4/05/1980,1979-1980,32,Las Palmas,Betis,0,3
4/05/1980,1979-1980,32,Español,Sporting de Gijón,0,2
4/05/1980,1979-1980,32,Burgos,Hércules,0,3
4/05/1980,1979-1980,32,CD Málaga,Real Sociedad,1,3
4/05/1980,1979-1980,32,Atlético de Madrid,Real Madrid,0,4
4/05/1980,1979-1980,32,Sevilla,Salamanca,1,2
4/05/1980,1979-1980,32,Athletic Club,Zaragoza,0,1
10/05/1980,1979-1980,33,Zaragoza,Valencia,0,3
11/05/1980,1979-1980,33,Betis,Athletic Club,2,2
11/05/1980,1979-1980,33,Salamanca,Atlético de Madrid,1,0
11/05/1980,1979-1980,33,Español,Barcelona,1,3
11/05/1980,1979-1980,33,Sporting de Gijón,Burgos,3,0
11/05/1980,1979-1980,33,Real Madrid,Las Palmas,2,1
11/05/1980,1979-1980,33,Hércules,CD Málaga,2,0
11/05/1980,1979-1980,33,AD Almería,Rayo Vallecano,2,1
11/05/1980,1979-1980,33,Real Sociedad,Sevilla,1,2
6/09/1980,1980-1981,1,Hércules,Español,1,2
6/09/1980,1980-1981,1,Betis,Sporting de Gijón,0,2
6/09/1980,1980-1981,1,Salamanca,Sevilla,0,1
6/09/1980,1980-1981,1,Real Sociedad,Valencia,2,3
7/09/1980,1980-1981,1,Real Madrid,AD Almería,2,1
7/09/1980,1980-1981,1,Zaragoza,Athletic Club,1,0
7/09/1980,1980-1981,1,Valladolid,Atlético de Madrid,2,5
7/09/1980,1980-1981,1,Barcelona,Murcia,2,1
7/09/1980,1980-1981,1,Las Palmas,Osasuna,0,1
13/09/1980,1980-1981,2,Español,Barcelona,1,3
13/09/1980,1980-1981,2,Atlético de Madrid,Las Palmas,1,1
13/09/1980,1980-1981,2,Osasuna,Real Sociedad,1,2
13/09/1980,1980-1981,2,Murcia,Salamanca,3,0
13/09/1980,1980-1981,2,Betis,Valencia,1,3
14/09/1980,1980-1981,2,Sporting de Gijón,Hércules,1,1
14/09/1980,1980-1981,2,Athletic Club,Real Madrid,1,7
14/09/1980,1980-1981,2,AD Almería,Valladolid,0,0
14/09/1980,1980-1981,2,Sevilla,Zaragoza,0,2
20/09/1980,1980-1981,3,Salamanca,Español,1,2
21/09/1980,1980-1981,3,Valladolid,Athletic Club,1,4
21/09/1980,1980-1981,3,AD Almería,Atlético de Madrid,1,2
21/09/1980,1980-1981,3,Barcelona,Sporting de Gijón,1,2
21/09/1980,1980-1981,3,Real Sociedad,Las Palmas,3,0
21/09/1980,1980-1981,3,Zaragoza,Murcia,1,0
21/09/1980,1980-1981,3,Betis,Osasuna,2,1
21/09/1980,1980-1981,3,Real Madrid,Sevilla,0,2
21/09/1980,1980-1981,3,Hércules,Valencia,2,0
27/09/1980,1980-1981,4,Valencia,Barcelona,3,0
27/09/1980,1980-1981,4,Atlético de Madrid,Real Sociedad,2,2
28/09/1980,1980-1981,4,Athletic Club,AD Almería,1,1
28/09/1980,1980-1981,4,Las Palmas,Betis,1,4
28/09/1980,1980-1981,4,Osasuna,Hércules,0,0
28/09/1980,1980-1981,4,Murcia,Real Madrid,0,4
28/09/1980,1980-1981,4,Sporting de Gijón,Salamanca,2,2
28/09/1980,1980-1981,4,Sevilla,Valladolid,3,2
28/09/1980,1980-1981,4,Español,Zaragoza,1,2
4/10/1980,1980-1981,5,Hércules,Las Palmas,1,1
5/10/1980,1980-1981,5,Athletic Club,Atlético de Madrid,1,2
5/10/1980,1980-1981,5,Real Madrid,Español,1,2
5/10/1980,1980-1981,5,Zaragoza,Sporting de Gijón,1,1
5/10/1980,1980-1981,5,Valladolid,Murcia,0,0
5/10/1980,1980-1981,5,Barcelona,Osasuna,0,1
5/10/1980,1980-1981,5,Betis,Real Sociedad,2,2
5/10/1980,1980-1981,5,AD Almería,Sevilla,0,1
5/10/1980,1980-1981,5,Salamanca,Valencia,0,3
11/10/1980,1980-1981,6,Sevilla,Athletic Club,0,3
12/10/1980,1980-1981,6,Murcia,AD Almería,0,0
12/10/1980,1980-1981,6,Las Palmas,Barcelona,0,1
12/10/1980,1980-1981,6,Atlético de Madrid,Betis,1,0
12/10/1980,1980-1981,6,Real Sociedad,Hércules,0,2
12/10/1980,1980-1981,6,Sporting de Gijón,Real Madrid,0,1
12/10/1980,1980-1981,6,Osasuna,Salamanca,2,1
12/10/1980,1980-1981,6,Español,Valladolid,1,3
12/10/1980,1980-1981,6,Valencia,Zaragoza,1,1
18/10/1980,1980-1981,7,Salamanca,Las Palmas,1,1
18/10/1980,1980-1981,7,Real Madrid,Valencia,1,2
19/10/1980,1980-1981,7,Sevilla,Atlético de Madrid,0,2
19/10/1980,1980-1981,7,Hércules,Betis,0,2
19/10/1980,1980-1981,7,AD Almería,Español,0,1
19/10/1980,1980-1981,7,Valladolid,Sporting de Gijón,1,4
19/10/1980,1980-1981,7,Athletic Club,Murcia,4,5
19/10/1980,1980-1981,7,Zaragoza,Osasuna,0,1
19/10/1980,1980-1981,7,Barcelona,Real Sociedad,0,2
26/10/1980,1980-1981,8,Sporting de Gijón,AD Almería,1,1
26/10/1980,1980-1981,8,Español,Athletic Club,2,1
26/10/1980,1980-1981,8,Betis,Barcelona,3,1
26/10/1980,1980-1981,8,Atlético de Madrid,Hércules,2,1
26/10/1980,1980-1981,8,Osasuna,Real Madrid,1,3
26/10/1980,1980-1981,8,Real Sociedad,Salamanca,2,0
26/10/1980,1980-1981,8,Murcia,Sevilla,0,1
26/10/1980,1980-1981,8,Valencia,Valladolid,0,2
26/10/1980,1980-1981,8,Las Palmas,Zaragoza,3,2
1/11/1980,1980-1981,9,Real Madrid,Las Palmas,0,1
1/11/1980,1980-1981,9,Zaragoza,Real Sociedad,0,1
1/11/1980,1980-1981,9,AD Almería,Valencia,1,3
2/11/1980,1980-1981,9,Murcia,Atlético de Madrid,1,2
2/11/1980,1980-1981,9,Salamanca,Betis,0,5
2/11/1980,1980-1981,9,Sevilla,Español,2,2
2/11/1980,1980-1981,9,Athletic Club,Sporting de Gijón,1,1
2/11/1980,1980-1981,9,Barcelona,Hércules,1,0
2/11/1980,1980-1981,9,Valladolid,Osasuna,0,2
9/11/1980,1980-1981,10,Osasuna,AD Almería,1,1
9/11/1980,1980-1981,10,Valencia,Athletic Club,0,4
9/11/1980,1980-1981,10,Atlético de Madrid,Barcelona,2,4
9/11/1980,1980-1981,10,Español,Murcia,1,1
9/11/1980,1980-1981,10,Real Sociedad,Real Madrid,0,1
9/11/1980,1980-1981,10,Hércules,Salamanca,1,0
9/11/1980,1980-1981,10,Sporting de Gijón,Sevilla,2,3
9/11/1980,1980-1981,10,Las Palmas,Valladolid,1,3
9/11/1980,1980-1981,10,Betis,Zaragoza,0,2
15/11/1980,1980-1981,11,AD Almería,Las Palmas,0,3
16/11/1980,1980-1981,11,Español,Atlético de Madrid,0,1
16/11/1980,1980-1981,11,Salamanca,Barcelona,0,3
16/11/1980,1980-1981,11,Real Madrid,Betis,1,1
16/11/1980,1980-1981,11,Murcia,Sporting de Gijón,0,2
16/11/1980,1980-1981,11,Zaragoza,Hércules,1,1
16/11/1980,1980-1981,11,Athletic Club,Osasuna,0,2
16/11/1980,1980-1981,11,Valladolid,Real Sociedad,0,1
16/11/1980,1980-1981,11,Sevilla,Valencia,0,2
23/11/1980,1980-1981,12,Real Sociedad,AD Almería,2,3
23/11/1980,1980-1981,12,Las Palmas,Athletic Club,3,1
23/11/1980,1980-1981,12,Sporting de Gijón,Español,0,1
23/11/1980,1980-1981,12,Valencia,Murcia,2,0
23/11/1980,1980-1981,12,Hércules,Real Madrid,0,3
23/11/1980,1980-1981,12,Atlético de Madrid,Salamanca,1,1
23/11/1980,1980-1981,12,Osasuna,Sevilla,0,1
23/11/1980,1980-1981,12,Betis,Valladolid,1,2
23/11/1980,1980-1981,12,Barcelona,Zaragoza,2,1
29/11/1980,1980-1981,13,Sevilla,Las Palmas,2,1
30/11/1980,1980-1981,13,Sporting de Gijón,Atlético de Madrid,0,0
30/11/1980,1980-1981,13,Real Madrid,Barcelona,1,2
30/11/1980,1980-1981,13,AD Almería,Betis,0,2
30/11/1980,1980-1981,13,Valladolid,Hércules,1,1
30/11/1980,1980-1981,13,Athletic Club,Real Sociedad,1,4
30/11/1980,1980-1981,13,Zaragoza,Salamanca,1,3
30/11/1980,1980-1981,13,Español,Valencia,1,3
17/12/1980,1980-1981,13,Murcia,Osasuna,1,3
7/12/1980,1980-1981,14,Hércules,AD Almería,3,0
7/12/1980,1980-1981,14,Betis,Athletic Club,0,2
7/12/1980,1980-1981,14,Osasuna,Español,0,0
7/12/1980,1980-1981,14,Valencia,Sporting de Gijón,0,0
7/12/1980,1980-1981,14,Las Palmas,Murcia,2,1
7/12/1980,1980-1981,14,Salamanca,Real Madrid,0,2
7/12/1980,1980-1981,14,Real Sociedad,Sevilla,0,0
7/12/1980,1980-1981,14,Barcelona,Valladolid,1,1
7/12/1980,1980-1981,14,Atlético de Madrid,Zaragoza,1,0
13/12/1980,1980-1981,15,AD Almería,Barcelona,0,6
13/12/1980,1980-1981,15,Español,Las Palmas,0,2
14/12/1980,1980-1981,15,Valencia,Atlético de Madrid,1,3
14/12/1980,1980-1981,15,Sevilla,Betis,0,2
14/12/1980,1980-1981,15,Athletic Club,Hércules,2,1
14/12/1980,1980-1981,15,Sporting de Gijón,Osasuna,0,3
14/12/1980,1980-1981,15,Murcia,Real Sociedad,0,1
14/12/1980,1980-1981,15,Valladolid,Salamanca,1,2
14/12/1980,1980-1981,15,Real Madrid,Zaragoza,0,0
21/12/1980,1980-1981,16,Salamanca,AD Almería,2,3
21/12/1980,1980-1981,16,Barcelona,Athletic Club,1,4
21/12/1980,1980-1981,16,Real Madrid,Atlético de Madrid,1,3
21/12/1980,1980-1981,16,Real Sociedad,Español,0,0
